0,37994,37098,39593,34361,37432,44704,155571,34320,34321,133890,35084,41852,37251,45767,35660,31895,39430,41950,36913,39962,40280,36991,30755,44285,39948,24915,37876,22148,38573,43820,43592,44275,44599,36006,31546,69714,37997,37974,42532,43001,29924,40218,33702,38683,40906,36385,52845,40264,49228,37700,38034,133678,155631,50970,69026,30221,108930,180744,69623,38151,76737,89634,35581,25557,42558,37133,26866,33804,45271,48838,114460,33743,36509,38080,93385,53008,45289,35423,36806,132740,41002,56358,34668,58689,200961,43175,169518,44840,43327,34440,185010,77809,63095,78683,92552,38950,73778,52715,33066,40255,25252,103958,21380,33207,40677,24937,28095,58669,98914,43908,28792,169474,43235,246007,50256,36775,99678,39074,284383,40116,157439,229583,169624,154655,217311,263345,82517,184118,96415,104983,196565,43135,94357,36024,250435,32723,126660,26193,128296,56386,37778,179702,50570,39651,29016,24316,122827,29521,42623,48500,234693,172867,30636,37260,121412,43148,42222,183085,182571,36645,43789,34111,330822,37337,197304,28898,36874,31513,31207,38058,45298,40577,34926,45858,43818,17382,45673,48865,282136,38054,196663,72805,43943,183410,159028,152432,41034,44465,254762,51675,43020,185548,27605,32010,184851,132804,41431,43413,42444,18541,43386,217892,40585,122773,33904,133457,157046,36155,37557,41089,85779,81008,23198,99118,73559,32801,24672,25577,158038,171444,34039,202454,36974,270675,44549,192758,35750,37811,33918,35773,33668,36086,40522,36063,25571,37699,22194,45330,81145,40557,175837,37149,33719,85839,171038,34424,35638,37972,33256,34122,36452,37717,42874,44119,33293,517363,468075,414452,49205,47465,51346,37540,27054,190778,241286,414635,188530,353490,35425,53472,515700,531864,56936,44015,44401,37764,179225,35714
30073,0,6613,3116,5140,5577,8227,132164,6958,15092,105247,7929,13938,6454,9532,8041,8592,10960,4933,7706,4003,3802,5824,11181,12417,3989,25180,2465,19394,7848,7585,7357,7798,8640,6812,7955,46307,2434,5086,6055,14359,12413,8541,11691,6014,8893,6258,16368,8297,20585,711,6608,105036,126989,34790,58784,11382,80287,176114,46216,1930,106810,60992,27796,16427,6323,4583,56940,5380,9312,38596,104218,6968,6805,68154,123459,58950,9330,27406,2875,104097,7923,20399,6594,22212,201899,6940,159276,33097,10041,7154,174708,83751,26860,119191,82310,6979,63537,16480,13013,12341,17258,93716,51453,6303,6898,25202,20029,22192,88672,7673,13414,159232,9915,217364,22342,3672,89437,10819,274142,8408,147198,219341,159383,144413,193904,253104,72276,155475,73008,81576,186324,14492,124431,7852,240194,6984,89773,12462,118054,20427,8105,169460,34390,7683,13353,16879,112585,16328,6664,9429,206051,124539,9817,2110,151485,6671,5745,154443,228697,3149,11821,6153,302180,6782,173897,12368,5648,8654,7532,2916,7697,5752,5955,51801,10498,21350,12353,15544,253493,1681,186422,62564,10623,154767,148786,182506,12391,8506,226119,15716,14377,173958,15870,9617,174819,109397,5472,11545,6209,20184,10066,189249,8790,128256,5688,104814,108718,6707,5322,9221,62373,57601,15457,75711,50152,11635,24936,30375,100156,142801,6183,173811,2551,242032,8071,169351,5364,6325,6541,7002,17877,4091,4045,5678,16037,5198,20044,9371,111218,8589,165595,3123,6511,62432,160797,7119,7304,8781,7720,4901,4685,7977,9554,8160,6692,488720,439432,385809,10135,8395,15111,27298,17738,180536,212643,385992,178288,324847,7874,43231,487057,503221,20976,8056,8166,1226,155818,7305
29559,3175,0,5790,4625,1170,10901,134205,3925,13234,104889,4896,12852,2982,11964,2112,5722,10429,8032,3855,6044,6477,2258,7903,9973,6029,24665,3958,17536,5405,10017,9789,10472,10681,2249,7440,48347,4079,2681,8729,14001,9335,6097,8658,3570,6449,1121,19042,6439,20228,2880,4173,104678,126631,36830,56926,10867,79930,175757,48257,4348,106296,60634,25938,13149,8755,4999,56425,4865,11353,36738,102360,5057,5135,67639,122944,58436,11371,25549,2981,103740,5480,22439,6079,24886,201542,9372,157418,32739,9501,3102,174351,83237,29292,117333,80452,5125,61679,18912,12498,11255,15400,91858,50939,5789,6851,24687,18171,24866,86814,10105,10136,157374,9409,217007,21256,2162,87579,10074,272284,5964,145340,217483,157525,142555,195945,251246,70418,155118,75049,83617,184466,14135,123916,7338,238336,6469,105294,11947,116196,22468,4839,167602,36431,5825,10075,16364,110727,14470,8705,11012,205693,126580,9302,3342,150971,9345,8419,154085,228339,1364,9963,3120,301822,3872,175938,11853,5134,5784,7017,4140,11380,6658,3301,51286,9993,20835,11848,15039,253136,4251,184564,60706,10117,154410,146928,181991,12034,10546,225762,17756,14020,173601,15355,6747,174461,111437,7512,9101,8641,19669,9561,188891,6346,127898,5173,104456,110759,2683,2264,6777,64413,59642,14942,77752,52193,8602,24421,29860,136672,142444,3150,173453,2191,241674,10745,171392,4849,5810,3508,2013,16020,2549,6719,5163,14180,1968,19529,11411,110703,6731,163737,784,5996,64472,158939,4164,2314,5503,7205,4386,4170,5583,9049,10200,6178,488363,439075,385452,11717,9977,17543,25440,15880,178678,212286,385634,176430,324490,1945,41373,486700,502864,23017,10096,10598,3852,157859,2316
31090,3057,8158,0,6156,7122,5111,129370,8822,13794,106792,9792,15483,7999,6174,7518,9608,12505,1817,9251,2162,686,7370,9883,13962,1195,26196,3443,18095,9394,4227,3999,4682,5846,8357,8971,43512,1826,6631,2939,15904,11115,10086,13554,7559,10438,7803,13252,6998,22131,2948,8153,106581,128534,31996,57486,13202,81832,177659,43422,3109,107827,62537,26498,15129,2965,5460,57956,6397,6518,37298,102920,7985,8350,69170,124475,59967,6536,26108,3891,105642,9469,17604,7611,19096,203445,3582,157978,34642,8743,8171,176254,84768,23502,117893,81012,5680,62238,13122,14029,13886,15959,92418,52470,7320,5600,26218,18730,19075,87374,4315,12115,157934,8616,218909,23887,5536,88138,12364,272843,9953,145899,218043,158084,143115,191110,251805,70977,157021,70214,78782,185025,16037,125447,8869,238895,8001,86657,13478,116756,17633,9650,168162,31596,6385,12054,16598,111287,15029,3413,8971,207596,121745,11318,3127,152502,3555,2628,155988,230242,5013,10523,8017,303725,8327,171103,13384,7694,9670,8548,3932,4581,4454,6972,52817,9200,22366,11055,14246,255038,2182,185123,61265,9324,156313,147488,183522,13936,5711,227664,12921,15922,175503,16886,10634,176364,106602,2678,13090,2851,21200,8768,190794,10335,129801,6704,106359,105924,8252,6867,10766,59578,54807,16473,72917,47358,13498,25953,31391,97040,144346,8047,175356,3567,243577,4955,166557,6380,7090,8405,8547,16579,5467,929,6694,14739,6744,21061,6576,112234,7291,164297,5182,7527,59637,159498,8136,8849,7482,8736,5917,5426,6679,8256,5366,7709,490265,440978,387354,9677,7937,11753,26000,16440,179238,214189,387537,176990,326392,7350,41932,488602,504766,18182,5262,4807,2949,153024,8850
26805,4005,4202,5604,0,4727,10714,134134,5998,13070,106962,6968,14925,5917,11778,4917,6043,12502,7961,6681,5973,6290,5202,6280,17498,5958,21911,3887,17372,12929,9831,9603,10286,10610,5054,4687,48276,4008,10167,8542,16074,7364,13622,10730,11095,13974,4385,18856,6275,22300,3711,11689,106751,128704,36759,56762,8897,82002,177829,48186,4161,103542,62707,25774,11525,8569,3161,53672,2249,11282,36574,102196,3837,7207,64885,120191,55682,11300,25385,2817,105812,13004,22368,3326,24700,203614,9186,157254,34812,9337,4605,176423,80483,29106,117169,80288,4961,61515,18725,9744,13328,15236,91694,48185,3172,6687,21933,18007,24679,86650,9918,8512,157210,9245,219079,23329,2786,87415,12147,272120,13488,145176,217319,157361,142391,195874,251082,70254,157190,74978,83546,184302,16207,121162,4584,238172,3716,105223,9193,116033,22397,7683,167438,36360,5661,8451,13610,110563,14306,8634,14510,207766,126509,7332,3271,148217,9159,8232,156158,230412,2655,9799,5192,303895,6698,175867,9100,2903,6105,4264,4069,11309,6587,3192,48532,9829,18081,11684,14875,255208,4064,184400,60542,9953,156482,146764,179237,14106,10475,227834,17685,16092,175673,12602,7068,176534,111366,7441,16626,8455,16915,9397,190964,13871,129971,2556,106529,110688,5509,10402,14302,64342,59571,12189,77681,52122,10674,21668,27106,136601,144516,5222,175526,2984,243747,10559,171321,1778,3840,5580,4818,15856,2097,6533,2092,14016,5525,16776,11340,107950,6567,163573,3159,2674,64401,158775,3777,5119,4000,4451,1769,2480,3745,8885,10129,3424,490435,441147,387524,15216,13476,17356,25276,15716,178514,214358,387707,176266,326562,4749,41209,488772,504936,22946,10025,10411,3774,157788,5121
28752,4210,1036,6825,5661,0,11365,135241,4102,14270,101633,5072,10324,1811,12380,2686,5899,7345,9067,2685,7080,7511,1087,8939,8803,7065,23858,4993,18572,4234,10433,10205,11506,11716,1456,8476,49383,5115,1510,9763,10744,10371,4927,8834,2400,5279,903,20077,7475,16971,3916,3003,101421,123375,37866,57962,11903,76673,172500,49292,5383,105489,57378,26974,14185,9038,6035,55619,4885,12388,37774,103396,5234,2583,66832,122138,57629,12406,26584,4016,100483,4309,23475,7115,24670,198285,9788,158454,29482,10537,3279,171094,82430,29708,118369,81488,6160,62715,19327,13534,8727,16436,92894,50132,5976,7887,23880,19207,24650,87850,10520,11172,158410,10445,213750,18728,3198,88615,7205,273320,4793,146376,218519,158561,143591,196980,252282,71454,151861,76084,84653,185501,10878,123109,8373,239372,7505,94936,12983,117232,23504,3669,168638,37467,6861,11111,17400,111763,15506,9740,9841,202436,127616,10338,4377,150164,10380,9453,150829,225082,2399,10999,3297,298565,2701,176973,12889,6169,5961,8053,5175,12104,7694,3478,50479,11029,21871,12883,16075,249879,5287,185600,61742,11153,151153,147964,181184,8777,11582,222505,18792,10763,170344,14549,6924,171205,112473,8548,7931,8925,18862,10597,185635,5176,124641,4851,101200,111794,1513,1093,5607,65449,60678,15978,78788,53228,8778,23615,29053,105319,139187,3326,170197,3226,238418,11780,172427,5885,6846,3685,1647,17055,3585,7754,6199,15215,798,18723,12447,109897,7767,164773,1819,5285,65508,159974,5146,1948,6539,8241,5422,5206,6619,10084,11236,5515,485106,435818,382195,10547,8807,17958,26476,16916,179714,209029,382378,177466,321233,2518,42409,483443,499607,24053,11132,11013,4888,158894,1950
36212,8180,12099,5122,11279,11063,0,130465,14944,18916,110733,15914,19424,11940,2833,13528,14731,16446,6479,13192,5747,4937,11311,15005,17903,5856,31318,8566,23217,13335,2701,3207,715,6941,12298,14094,44607,6948,10572,2503,19845,16237,14027,19676,11500,14380,11745,11930,12121,26072,8070,12094,110522,132475,33091,62608,18324,85774,181601,44517,8232,112949,66478,31620,20251,3888,10582,63079,11519,7613,42420,108042,13107,12291,74292,129598,65089,7631,31230,9013,109584,13410,18699,12733,15124,207386,2368,163100,38583,10470,13293,180195,89890,20161,123015,86134,10803,67361,9781,19151,17827,21082,97540,57592,12442,10722,31340,23853,15103,92496,2688,17238,163056,13959,222850,27828,10658,93261,16305,277966,13894,151022,223165,163207,148237,192205,256928,76100,160962,71309,79877,190147,19978,130569,13991,244018,13123,85389,18601,121878,18728,13591,173284,32691,11507,17177,21720,116409,20152,4785,7135,211537,122840,16440,8249,157624,2718,2720,159929,234183,10135,15645,14138,307666,12268,172198,18507,12816,14793,13671,9054,2770,9576,12094,57939,11958,27488,15914,19106,258979,7305,190246,66388,14667,160254,152610,188644,17877,6806,231605,14017,19863,179444,22009,15756,180305,107697,7743,17031,3321,26322,12960,194735,14276,133742,11826,110300,107019,12193,10808,14707,60673,55902,21596,74012,48453,19620,31075,36513,95772,148287,14168,179297,8690,247518,3633,167652,11503,12212,14527,12488,21701,10589,4457,11817,19861,10685,26183,7671,117357,12413,169419,10305,12650,60733,164620,13258,12790,12605,13858,11039,10548,11801,13119,9714,12831,494206,444919,391295,8937,6101,8412,31122,21562,184360,218130,391478,182112,330333,13360,47055,492544,508707,19277,6357,1466,8071,154119,12791
146599,132205,134582,129221,134522,135691,131036,0,137179,126267,235361,138150,144052,136568,133704,135875,137974,141074,128545,137819,128716,129470,135938,134436,142531,128755,154562,131124,130810,137962,129626,129828,130607,125431,136926,137337,86045,130828,135200,128864,144473,135668,138655,141912,136128,139007,136372,114124,129511,150699,131856,136722,235149,257103,101924,139234,137755,210401,306228,85503,131942,202113,191106,132687,132478,129371,132025,173465,134763,125009,143487,184986,136351,136919,184679,239984,188333,125027,132180,132258,234211,138037,111692,135977,119991,332013,130125,79132,163210,126500,136537,304822,213134,128935,199959,163078,129842,144304,126958,142395,142455,128675,125201,167979,135686,129137,154584,128907,119970,125512,129824,136668,79088,127096,347478,152456,133893,170204,140933,168424,138521,105271,130754,79238,101799,73445,164516,153043,285589,72479,52440,125419,144606,240956,137235,151606,136367,81125,141844,66499,111736,138218,122280,102524,130240,136607,133256,133973,128167,127380,134041,336164,56270,135871,131419,268011,128860,128554,284557,358810,133370,133035,136374,432293,136896,53438,141750,132247,138037,136914,132224,127962,132246,135338,181183,125095,138740,129051,132242,383607,131184,125517,140152,127804,284881,68377,299031,142505,126060,356233,125482,144491,304072,145252,139000,304933,7590,126997,141659,129429,149566,126096,319363,138904,258370,135070,234928,40448,136821,135436,139335,70993,76430,141781,41259,87811,141856,154319,159757,69552,272915,136404,303925,131859,372146,130880,48892,134747,133690,136762,135775,121521,133833,129307,135060,127454,135312,149427,125067,227744,129803,119713,133539,135893,80314,56250,136502,136077,132035,137102,134283,132287,131232,126256,125744,136075,618834,569546,515923,135843,133007,125269,132189,129155,110811,342757,516106,113845,454961,135707,148122,617171,633335,112285,126678,132311,131447,35359,136078
27126,6301,3728,9090,5051,4259,14201,137620,0,15821,102361,1276,10324,4232,15264,2641,4273,7901,11447,4782,9459,9776,3972,9876,9606,9444,22232,7373,19360,5006,13317,13089,13772,14096,2987,5818,51762,7494,4954,12028,11473,10961,5730,6129,5663,6326,3366,22342,9025,17699,6006,5814,102149,124103,40245,59512,12493,77401,173228,51672,7647,103863,58106,28524,15122,12055,6758,53992,4610,14768,39324,104947,3608,3253,65206,120511,56003,14786,28135,5567,101211,5342,25854,6431,28186,199013,12672,160005,30210,12088,2799,171822,80804,32592,105809,83038,7711,64265,22211,12849,8726,17986,94445,48506,4350,9438,22254,20757,28165,89400,13404,12108,159960,11995,214478,18728,3270,90165,7546,274870,5597,147926,220069,160111,145141,199360,253832,73004,152589,78464,87032,187052,11606,121483,7689,240922,4551,108709,12299,118783,25883,4757,170188,39846,8412,12047,16715,113314,17056,12120,13723,203164,129995,10928,6757,148538,12645,11718,151557,225810,3950,12549,1670,299293,5033,179353,10375,6499,4335,5395,6822,14795,10073,3236,48853,12579,21186,14434,17625,250607,7550,187150,63292,12704,151881,149514,179558,9505,13961,223233,21171,11491,171072,12922,5298,171933,114852,10928,8734,11941,17236,12147,186363,5027,125370,4776,101928,114174,3067,4537,6410,67828,63057,15294,81167,55608,6073,21989,27427,140087,139915,1430,170925,5317,239146,14045,174807,6303,7436,623,2754,18606,4142,10019,6617,16766,4680,17097,14826,108270,9317,166323,3910,5010,67887,161525,3386,2552,7316,6114,5113,6076,7341,11635,13616,5441,485834,436546,382923,14429,12689,20842,28027,18466,181264,209757,383106,179016,321961,2406,43959,484171,500335,26432,13512,13897,7260,161274,2695
21766,13569,13710,14540,13181,14234,19651,134359,15710,0,118390,16680,24637,19597,20714,14495,16633,22214,13974,20849,14183,15227,14780,12546,25560,14169,33221,11762,5343,20992,18767,18539,19222,18820,14631,15996,48501,12450,18230,17479,27502,13778,21684,20442,19158,22037,13962,33782,8573,33729,13275,19751,118179,140132,25294,49072,11539,93431,189258,48411,12898,111634,74135,18084,6876,17505,9840,48632,13421,15727,28884,94506,15009,16919,59846,115151,66991,15745,17695,11521,117241,21067,22593,14635,39648,215043,18122,149564,46240,12932,15195,187852,91792,38042,109479,72598,8922,53825,27662,13082,23039,3207,84004,43146,14344,8778,33243,10317,39628,78960,18855,14778,149520,6950,230508,33041,12513,79725,21859,264430,21551,137486,209629,149671,134701,196099,243392,62564,168619,75202,83771,176612,27636,116123,15893,230482,15025,105448,11824,108342,22622,21248,159748,24895,8907,14717,7654,102873,2277,16844,22572,219194,152914,13981,12835,143178,18095,17169,167586,241840,12303,6995,14904,315323,19925,176091,20409,10357,16695,15573,11305,19519,13508,13996,59842,9420,13907,11282,14473,266636,14214,176710,52852,7970,167911,139074,174198,25535,16778,239262,17910,27521,187101,23911,17658,187962,111591,15652,24688,17391,28225,8988,202392,21933,144539,13729,117957,137092,15087,18465,22364,64567,59796,8829,77906,52347,20386,32977,38415,136826,155944,14934,186954,12771,255175,19495,171545,11903,12235,15292,14395,5528,12316,15469,12216,1867,18342,28085,15785,102910,8866,155883,12667,14552,64626,151085,15160,14697,10146,15761,12942,10113,9342,8476,13687,14733,501864,452576,398952,23278,21538,26293,17586,3687,170824,225787,399135,168576,337990,14327,33519,500201,516364,23171,18236,19348,13339,158013,14698
128265,105590,102757,106079,105818,101721,110619,235039,101654,117967,0,100667,96164,100188,111634,103408,104698,94962,108866,98954,106878,106765,101082,114056,101126,106864,111171,107617,122268,97557,109687,109459,110761,111515,100864,106443,149181,106115,101306,109018,92155,115288,96925,102595,99861,97747,102261,119331,111171,85964,105480,98630,746,115097,137665,161659,113260,68396,93825,149091,106413,139139,45429,130671,119302,108293,109633,91846,105377,112187,141471,207093,104233,99263,106555,51732,67767,112205,130281,106334,1348,98081,123274,107198,123925,114041,109042,262151,86830,112916,103566,98091,42545,128962,141085,185185,109853,166412,118582,113616,94566,120133,196591,97103,104975,109773,111328,122904,123904,191547,109775,116288,262107,112789,205473,91926,104038,192311,95894,377016,96823,250073,322216,262258,247288,296779,355978,175151,143584,175883,184451,289198,93294,53005,108456,343069,105176,194191,113066,220929,123302,98273,272335,137265,110558,116227,117483,215460,119203,109539,109096,193495,227414,115491,107911,60455,109634,108708,120576,97774,104717,114696,102276,289624,98876,276772,111000,111867,105940,106020,108716,111358,108627,104003,73219,113373,121954,115228,118419,240938,106471,289297,165438,113498,120587,251661,65513,96045,111380,214228,118591,92552,98628,114061,106437,97931,212271,108347,100254,108179,118375,112941,177357,97292,23275,105544,377,211593,100382,100658,97930,165247,160476,116061,178586,153027,102539,111861,100024,204573,130246,102197,161255,108352,230140,111034,272226,107070,108203,101252,100631,120752,104909,107008,107384,118912,101700,118235,112245,68571,111464,268470,104677,105777,165307,263671,104011,100417,111656,106739,105880,109599,110852,112429,111035,106208,476165,426877,373254,109801,108061,117213,130173,120613,283411,200752,373437,281163,312292,103173,146105,474502,490666,123851,110931,110268,105827,258693,100888
